timestamp,attempt,model,user_story,score_final,cobertura,clareza,estrutura,executabilidade,aprovado,input_tokens,output_tokens,total_tokens,duration_s
2026-04-07T17:27:28.540711,1,gemini-2.5-flash,"YouTube sync double-posts when video is edited on YouTube. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verif",3.76,5.0,8.46,0.0,2.83,False,4727,164,4891,19.25
2026-04-07T17:27:45.202701,1,gemini-2.5-flash,"Engagement metric dashboard. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to su",4.73,0.0,9.52,6.21,4.82,False,4721,1293,6014,16.66
2026-04-07T17:28:00.898646,1,gemini-2.5-flash,"(bug) Verify your email address emails broken on Hotmail and Outlook. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" labe",4.55,0.0,8.59,6.86,3.86,False,4729,1008,5737,15.69
2026-04-07T17:28:18.458205,1,gemini-2.5-flash,"Auto-enroll users in Open Boosts. Automatically opt a subset of users into viewing Open Boosts, based on their responses to the Build Your Algorithm survey.

Include all users whose responses meet ALL",5.4,5.0,8.66,5.44,2.66,False,4720,1254,5974,17.56
2026-04-07T17:28:36.933839,1,gemini-2.5-flash,"Email: Automate bring your friends post for 7 days after registration. ## Summary

Send users an email one week after they sign up asking them to refer their friends.

## Conditions
- User has signed ",3.15,0.0,8.77,2.33,3.47,False,4726,241,4967,18.47
2026-04-07T17:28:55.600379,1,gemini-2.5-flash,"(bug): Link previews disappear when editing a status post. ### Summary

When editing a status post containing a link and a corresponding preview of said link, the preview will disappear upon saving th",5.59,10.0,8.96,0.0,4.0,False,4718,164,4882,18.66
2026-04-07T17:29:14.384689,1,gemini-2.5-flash,"Add metrics to GrowthBook. A collection of metrics to add to GrowthBook to enable new experiments.

## Growth metrics
- [x] 2-hour retention
- [x] 3-day retention
- [x] Followed channel

## Engagement",4.63,1.43,8.96,5.0,4.55,False,4740,214,4954,18.78
2026-04-07T17:29:34.734788,1,gemini-2.5-flash,Move completed development tickets to QA Review in sprint and attach link to sandbox,6.21,6.67,9.49,5.17,3.81,False,4656,915,5571,20.35
2026-04-07T17:29:52.505390,1,gemini-2.5-flash,"Code-based email verifications in mobile app. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-ready-dor

Be",5.07,0.0,9.43,7.25,5.03,False,4733,1280,6013,17.77
2026-04-07T17:30:09.272180,1,gemini-2.5-flash,(feat): Convert ES reports data to standard format for api return.. See https://gitlab.com/minds/engine/blob/master/Core/VideoChat/Leases/Repository.php#L28 for a good example of how to use repositori,4.26,0.5,9.18,6.12,2.21,False,4740,896,5636,16.76
