timestamp,attempt,model,user_story,score_final,cobertura,clareza,estrutura,executabilidade,aprovado,input_tokens,output_tokens,total_tokens,duration_s
2026-04-07T17:06:11.106687,1,gemini-2.5-flash,"Discovery: Add ""Top"" tab. In order to improve the quality of content on the Discovery page, and to drive engagement to our top content, we want to:

1. Add a new `Top` tab  to the Discovery page.
2. U",6.3,6.67,7.67,6.33,4.34,False,653,595,1248,16.46
2026-04-07T17:06:31.385113,1,gemini-2.5-flash,"Autoplay next video triggers even when writing a comment. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify",2.63,0.0,8.82,0.0,4.33,False,663,161,824,20.27
2026-04-07T17:06:51.634660,1,gemini-2.5-flash,"Minds installation fails at ElasticSearch 6.x+ step. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the ",2.44,0.0,5.83,2.83,2.13,False,656,161,817,20.25
2026-04-07T17:07:10.011606,1,gemini-2.5-flash,"Since video is unsupported, only posts title, description and reference minds link",5.77,9.0,9.21,0.0,6.14,False,583,627,1210,18.37
2026-04-07T17:07:23.171939,1,gemini-2.5-flash,"Improve messaging for rejected boosts. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-ready-dor

Before op",5.1,0.0,7.63,8.33,5.36,False,656,870,1526,13.16
2026-04-07T17:07:42.048806,1,gemini-2.5-flash,"Discovery: Add ""Top"" tab (mobile app). In order to improve the quality of content on the Discovery page, and to drive engagement to our top content, we want to:

1. Add a new `Top` tab  to the Discove",4.85,3.33,6.07,6.17,3.94,False,656,163,819,18.87
2026-04-07T17:08:00.331095,1,gemini-2.5-flash,"Subscribers list not complete, or not showing at all. ### Summary

On some channels, when a user is on her/his channel and clicks on the 'Subscription' link, then the 'Subscribers' tab to view their s",5.12,3.89,8.26,5.0,4.0,False,651,162,813,18.28
2026-04-07T17:08:20.646942,1,gemini-2.5-flash,"(bug) Posts showing up in wrong feeds, with out of place timestamps. Steps to replicate:
1. I went into boost console
2. I boosted 3 posts (0.5T, 2.5T, 2T)
3. Clicked minds logo to get back to the tim",4.3,5.0,10.0,0.0,4.0,False,733,161,894,20.31
2026-04-07T17:08:40.648029,1,gemini-2.5-flash,"(bug): Cant delete a reply to a comment on a blog post. ### Summary

On ones own blog post, while one can delete a comment residing on said post, one can not delete a reply to a comment; although one ",4.67,4.29,8.78,2.83,3.89,False,656,365,1021,20.0
2026-04-07T17:08:57.362969,1,gemini-2.5-flash,"Visual bugs with latest top feed. - [ ] In Light Mode, the ""Top Feed"" / ""Latest Feed"" labels and the feed toggle icon use the wrong colors
- [ ] The tooltip highlighting the new feed toggle disappears",5.94,5.0,9.28,5.4,4.8,False,641,489,1130,16.71
2026-04-07T17:09:17.067731,1,gemini-2.5-flash,"Fix Cassandra extract instability caused by lazy instantiation of SQLAlchemy `insert` operators. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
fil",3.54,0.0,8.68,4.25,2.67,False,655,449,1104,19.7
2026-04-07T17:09:30.963245,1,gemini-2.5-flash,"Update interest tag options presented during onboarding. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-re",4.78,0.0,9.09,6.83,4.54,False,658,676,1334,13.89
2026-04-07T17:09:43.095236,1,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,5.83,1.25,9.27,7.83,6.25,False,599,946,1545,12.13
2026-04-07T17:09:58.779639,1,gemini-2.5-flash,"Decide and set A/B percentages for experiment. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue ",5.88,0.0,9.26,8.75,7.0,False,652,958,1610,15.68
2026-04-07T17:10:11.714516,1,gemini-2.5-flash,"Refactor experiments to use events instead of contexts. ## The Problem

Currently all users are bucketed into experiments on app initialisation and not when they actually see the experiment. This was ",4.35,0.5,7.96,6.0,4.04,False,635,813,1448,12.93
